File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Kirundi_Length
,Vuga bukebuke.,Parlez plus lentement.,Speak more slowly.,general,,,,,,,14.0
,Vuga ukuri igihe cose.,Dis toujours la vérité.,Always tell the truth.,general,,,,,,,22.0
,Vuga ukuri imisi yose.,Dis toujours la vérité.,Always tell the truth.,general,,,,,,,22.0
,Vyasabwa tugende kare.,Nous devons partir tôt.,We have to leave early.,general,,,,,,,22.0
,Vyaza umusaruro buri kanya.,Il faut profiter de chaque instant.,You have to enjoy every moment.,general,,,,,,,27.0
,Vyiza guhura namwe.,Enchanté de vous rencontrer.,Nice to meet you.,general,,,,,,,19.0
,Vyose bizogenda neza.,Tout ira bien.,Everything will be fine.,general,,,,,,,21.0
,Vyose ni sawa?,Ça gaze ?,Does it gas?,general,,,,,,,14.0
,Vyoshobora kuba ivy'Akamaro.,C'est peut-être important.,Maybe it's important.,general,,,,,,,28.0
,Vyĭnshi bibí birutwa na bíke vyīzá.,Quelques belles choses surpassent beaucoup de médiocres.,A few beautiful things surpass many mediocre ones.,proverbs,,,,,,,35.0
,Vyōbîha ntívyōbura.,"Même amer, c'est toujours mieux que rien.","Even with a bitter taste, something is better than nothing.",proverbs,,,,,,,19.0
,"W'ámasafuriyá, amasáhàáni n'íbiráhurí."," J'ai des casseroles, des assiettes et des verres","I got pots, plates, and glasses",jokes,,,,,,,38.0
,Wakoze kwihangana.,Merci pour ta patience.,Thank you for your patience.,general,,,,,,,18.0
,Wame uvugisha ukuri.,Dis toujours la vérité.,Always tell the truth.,general,,,,,,,20.0
,Wari gukota iki mukibanza canje?,Que ferais-tu à ma place?,What would you do in my place?,general,,,,,,,32.0
,Wewe arateka neza cane,Elle cuisine très bien.,She cooks very well.,general,,,,,,,22.0
,Wokor'iki mu kibanza canje?,Que ferais-tu à ma place?,What would you do in my place?,general,,,,,,,27.0
,Woshobora kusigurira mu buryo bwagutse,Pouvez-vous expliquer cela en détail?,Can you explain this in detail?,general,,,,,,,38.0
,Wānka bāngwé ntíwānká zana ndābé.,"Dans un combat, tu peux repousser les pacificateurs, mais en danger, tu accueilles leur aide.","In a fight, you may push away the peacemakers, but in danger, you welcome their aid.",proverbs,,,,,,,33.0
,Wānka kugaburira umushitsi ukaba ugôtse.,Recevoir un visiteur et ne pas offrir de repas est une honte.,To receive a visitor and not offer a meal is a disgrace.,proverbs,,,,,,,40.0
,Wānka kurimira kure ukahasumira.,"On peut refuser de voyager loin pour travailler, mais y aller quand même pour faire des achats.","One may refuse to travel far for work, but still go there to make purchases.",proverbs,,,,,,,32.0
,Wība uhêtse ukabwīriza uwúri mu mugôngo.,"En commettant des erreurs, on peut entraîner un innocent, et dans le danger, l'innocent peut être blâmé par peur.","In committing wrongs, one might drag along an innocent companion, when danger looms, the innocent may be blamed due to fear.",proverbs,,,,,,,40.0
,Wīrukana umugóre ngo aguguna igúfa ukāzana uwurímira miyônzwá.,Celui qui trouve des défauts chez une femme peut en trouver de plus grands chez une autre.,He who finds faults in one wife may find greater faults in another.,proverbs,,,,,,,62.0
,Wītaba kare ugatumwa kure.,Le premier intervenant est destiné à aller loin.,The early responder is destined to journey far.,proverbs,,,,,,,26.0
,Wōba ukórēsha Instagram ??,Tu utilises Instagram ?, Do you use Instagram?,jokes,,,,,,,26.0
,Yakubwiye iki?,Qu'est-ce qu'il a dit ?,What did he say?,general,,,,,,,14.0
,"Yakunda kutubaza ati:""Uva hehe?"".","Il nous demandait souvent : ""d'où viens-tu ?"".",He often asked us: where are you from?.,general,,,,,,,33.0
,Yama anezerewe buri musi,Elle est toujours heureuse.,She is always happy.,general,,,,,,,24.0
,Yama aryohewe.,Elle est toujours heureuse.,She is always happy.,general,,,,,,,14.0
,Yambaye amarori,Il porte de lunettes,He is wearing glasses,vocabulary,,,,,,,15.0
,Yambaye ikanzu ishushe.,Il porte un manteau chaud.,He is wearing a warm coat.,general,,,,,,,23.0
,Yambaye ikanzu itukura,Elle porte une robe rouge.,She is wearing a red dress.,general,,,,,,,22.0
,Yaratureze turakura tugera mu bigero.,Il nous a élevé jusqu'à la maturité.,He raised us to maturity.,general,,,,,,,37.0
,Yari imfungurwa iryoshe,C'était un repas délicieux.,It was a delicious meal.,general,,,,,,,23.0
,"Yarâmpévye, nôné ubu dukūndana na nyéne inzu abamwó.","Il m'a quitté, mais maintenant je suis en couple avec le propriétaire de son appartement. ","He dumped me, but now I'm in a relationship with the landlord of his apartment.",jokes,,,,,,,52.0
,Yavuze ibiki?,Qu'est-ce qu'il a dit ?,What did he say?,general,,,,,,,13.0
,Yiruka buri gitondo.,Il court tous les matins.,He runs every morning.,general,,,,,,,20.0
,Yiruka misi yose mu gatondo.,Il court tous les matins.,He runs every morning.,general,,,,,,,28.0
,Yìíze hé ?,Où a-t-il étudié ?,Where did he get educated? ,jokes,,,,,,,10.0
,Zikamwa ayό zitāhánye.,Les vaches produisent du lait en fonction de ce qu'elles ont mangé pendant le pâturage.,Cows produce milk based on what they have eaten during grazing.,proverbs,,,,,,,22.0
,abana barakina hanze.,Les enfants jouent dehors.,The children are playing outside.,general,,,,,,,21.0
,aka ni agahungarema.,Ceci est un chauve-souris.,This is a bat.,vocabulary,,,,,,,20.0
,amazi akanye,L'eau froide.,Cold water.,general,,,,,,,12.0
,araririmba indirimbo.,Elle chante une chanson.,She sings a song.,general,,,,,,,21.0
,aritonda cane,Il est très sympathique.,He is very friendly.,general,,,,,,,13.0
,"aríko Ubu bakubwīra rimwé, agíze Imâna ntùúvyūmve aba ahîriwe","elles ne vous le disent qu'une fois, et si elles ont de la chance, vous ne les entendez même pas","Today's aunties, however, only tell you once, and if they're lucky, you might not even hear them.",jokes,,,,,,,61.0
,bakwita gute?,Quel est votre nom?,What is your name?,general,,,,,,,13.0
,bazokora ubugeni mu mwaka uza.,Ils vont se marier l'année prochaine.,They are going to get married next year.,general,,,,,,,30.0
,birashushe.,C'est chaud.,It's hot.,general,,,,,,,11.0
,bisaba tugende kare,Nous devons partir tôt.,We have to leave early.,general,,,,,,,19.0
,bose bafise umutekano.,Tout le monde est en sécurité.,Everyone is safe.,general,,,,,,,22.0
,dukeneye umwanya ukwiye.,Nous avons besoin de plus de temps.,We need more time.,general,,,,,,,24.0
,dutegerezwa gufata ingingo,Nous devons prendre une décision.,We have to make a decision.,general,,,,,,,26.0
,ego ndibaza,Je pense que oui.,I think so.,general,,,,,,,11.0
,fata akanya.,Prends ton temps.,Take your time.,general,,,,,,,12.0
,hamagara igipolisi,Appelez la police!,Call the police!,general,,,,,,,18.0
,hano hari Inkwavu nyinshi.,Il y a beaucoup de lapin ici.,There are many rabbit here.,vocabulary,,,,,,,26.0
,hano hari Intoke nyinshi.,Il y a beaucoup de doigt ici.,There are many finger here.,vocabulary,,,,,,,25.0
,hano hari amabungo menshi.,Il y a beaucoup de passion fruit ici.,There are many fruit de la passion here.,vocabulary,,,,,,,26.0
,hano hari amaguru menshi.,Il y a beaucoup de jambe ici.,There are many leg here.,vocabulary,,,,,,,25.0
,hano hari amavi menshi.,Il y a beaucoup de genou ici.,There are many knee here.,vocabulary,,,,,,,23.0
,hano hari ca Mama benshi.,Il y a beaucoup de maman ici.,There are many mum here.,vocabulary,,,,,,,25.0
,hano hari ibido nyinshi.,Il y a beaucoup de jerrican ici.,There are many jerrican here.,vocabulary,,,,,,,24.0
,hano hari ibigori vyinshi.,Il y a beaucoup de maÏs ici.,There are many corn here.,vocabulary,,,,,,,26.0
,hano hari ibinyugungyugu vyinshi.,Il y a beaucoup de papillon ici.,There are many butterfly here.,vocabulary,,,,,,,33.0
,hano hari ibitoke vyinshi.,Il y a beaucoup de banane verte ici.,There are many green banana here.,vocabulary,,,,,,,26.0
,hano hari imifuko myinshi.,Il y a beaucoup de sac ici.,There are many sack here.,vocabulary,,,,,,,26.0
,hano hari imiserebanyi myinshi.,Il y a beaucoup de lézard ici.,There are many lizard here.,vocabulary,,,,,,,31.0
,hano hari imyungu myinshi.,Il y a beaucoup de courge ici.,There are many pumpkin here.,vocabulary,,,,,,,26.0
,hano hari inkoko nyinshi.,Il y a beaucoup de poule ici.,There are many chicken here.,vocabulary,,,,,,,25.0
,hano hari ipapayi nyinshi.,Il y a beaucoup de papaye ici.,There are many papaya here.,vocabulary,,,,,,,26.0
,hano hari isoya nyinshi.,Il y a beaucoup de soja ici.,There are many soy here.,vocabulary,,,,,,,24.0
,hano hari utuyabu twinshi.,Il y a beaucoup de chats ici.,There are many cats here.,vocabulary,,,,,,,26.0
,hanohari imeza nyinshi.,Il y a beaucoup de table ici.,There are many table here.,vocabulary,,,,,,,23.0
,ibarabara ni rirerire cane,la route est tres longue,the road is so long,vocabulary,,,,,,,26.0
,ibisi yasinze,J'ai raté le bus.,I missed the bus.,general,,,,,,,13.0
,icirwa kirasanzwe,La réponse est simple.,The answer is simple.,general,,,,,,,17.0
,igihe c'imbeho ni kirekire,L'hiver est long et froid.,Winter is long and cold.,general,,,,,,,26.0
,igikorwa carakemuste.,Le projet est un succès.,The project is a success.,general,,,,,,,21.0
,ijoro ritanga icigwa,La nuit porte conseil.,The night brings advice.,general,,,,,,,20.0
,ijwi ry'imikuba ziraruhura,Le son des vagues est apaisant.,The sound of the waves is calming.,general,,,,,,,26.0
,imangazini irugaye k'umunsi w'imana.,Le magasin est fermé le dimanche.,The store is closed on Sundays.,general,,,,,,,36.0
,imfungurwa yari iryoshe,La nourriture était incroyable.,The food was amazing.,general,,,,,,,23.0
,imodoka isa nubururu,La voiture est bleue.,The car is blue.,general,,,,,,,20.0
,ingo ufungure,Viens manger.,Come eat.,general,,,,,,,13.0
,insiguro iratahuritse.,L'explication était très claire.,The explanation was very clear.,general,,,,,,,22.0
,inyabwonko yanje irikwega,Mon ordinateur est très lent.,My computer is very slow.,general,,,,,,,25.0
,ivyakogwa biraheze,Le projet est terminé.,The project is finished.,general,,,,,,,18.0
,iyi ndirimbo ni iyihe ?,Quelle est cette chanson?,What is this song?,general,,,,,,,23.0
,izuba riraka uyumusi.,Le soleil brille aujourd'hui.,The sun is shining today.,general,,,,,,,21.0
,ku musenyi hararuhura.,La plage est relaxante.,The beach is relaxing.,general,,,,,,,22.0
,kuba ku gihe birahambaye.,La ponctualité est importante.,Punctuality is important.,general,,,,,,,25.0
,kwubahana nico gikuru mu mibano yose.,Le respect est la base de toute relation.,Respect is the basis of any relationship.,general,,,,,,,37.0
,"mbega,turyama hehe??","Alors, où dormons-nous ?",So where do we sleep?,general,,,,,,,20.0
,mpitamwo imiti yaha iwacu.,Je préfère les produits locaux.,I prefer local products.,general,,,,,,,26.0
,mu mwanya.,À plus tard.,See you later.,general,,,,,,,10.0
,"mugabo ,nyumviriza .","Mec, écoute-moi.","Dude, listen to me.",general,,,,,,,20.0
,murantunga kuri uku gucerwa.,Veuillez m'excuser pour le retard.,Please forgive me for the delay.,general,,,,,,,28.0
,muri abagwaneza.,Vous êtes très gentil.,You are very kind.,general,,,,,,,16.0
,muri iki gitondo harakanye.,Il fait froid ce matin.,It's cold this morning.,general,,,,,,,27.0
,musaza wanje araciye ubwenge,Mon frère est intelligent.,My brother is smart.,general,,,,,,,28.0
,"mwaramutse, mumeze gute?","Bonjour, comment allez-vous?","Good morning, how are you doing?",general,,,,,,,24.0
,mwoshorobora gutekeneza iki?,Pouvez-vous réparer cela?,Can you fix this?,general,,,,,,,28.0
,n'akazi gakorerwa hamwe nabandi,C'est un travail d'équipe.,It's teamwork.,general,,,,,,,31.0
,n'icivugo ciza c'urukundo,C'est une belle thème d'amour.,It's a beautiful love theme.,general,,,,,,,25.0
,n'uguhimbariza umwanya uwariwo wose.,Il faut profiter de chaque instant.,You have to enjoy every moment.,general,,,,,,,36.0
,nacererewe kwi bisi.,J'ai raté le bus.,I missed the bus.,general,,,,,,,20.0
,nakahe kazi kawe?,Quel est votre travail?,What is your job?,general,,,,,,,17.0
,nashaka aga kawa.,Je voudrais un café.,I would like a coffee.,general,,,,,,,17.0
,natakaje ingodo yanje,J'ai perdu mon portefeuille.,I lost my wallet.,general,,,,,,,21.0
,ndabifurije umunezero wuzuye,Je leur souhaite beaucoup de bonheur.,I wish them lots of happiness.,general,,,,,,,28.0
,ndafiseko amakenga.,J'ai quelques doutes.,I have some doubts.,general,,,,,,,19.0
,ndagerageza imisi yose kuba kw'isaha,J'essaie d'être toujours à l'heure.,I try to always be on time.,general,,,,,,,36.0
,ndagiye mukibanza cokwinonorer imitsi!,Je vais à la salle de sport.,I go to the gym.,general,,,,,,,38.0
,ndakeneye ifu n'isukari,J'ai besoin de farine et de sucre.,I need flour and sugar.,general,,,,,,,23.0
,ndakeneye umusegetera.,J'ai besoin d'une moustiquaire.,I need a mosquito net.,general,,,,,,,22.0
,ndakunda akazi kanje.,J'aime mon travail.,I love my job.,general,,,,,,,21.0
,ndakunda kwoga mukiyaga,J'aime nager dans le lac.,I like swimming in the lake.,general,,,,,,,23.0
,ndakurindiririye aha. Ni utabazana turabonana !,"Je t'attends ici. Si tu ne les amènes pas, on va se rencontrer !","I'm waiting for you here. If you don't bring them, we'll meet!",general,,,,,,,47.0
,ndanywa icayi gishushe.,Je bois du thé chaud.,I drink hot tea.,general,,,,,,,23.0
,ndashaka kuzoja i Paris.,Je veux visiter Paris.,I want to visit Paris.,general,,,,,,,24.0
,ndashaka kwiga igifaransa.,Je veux apprendre le français.,I want to learn French.,general,,,,,,,26.0
,ndeka jenyene,Laisse-moi tranquille.,Leave me alone.,general,,,,,,,13.0
,ndemezanya ico ciyumviro,Je suis d'accord avec cette proposition.,I agree with this proposition.,general,,,,,,,24.0
,ndi muburuhuko,Je suis en vacances.,I'm on vacation.,general,,,,,,,14.0
,ndiko ndafata ivya mugitondo.,Je prends mon petit-déjeuner.,I have breakfast.,general,,,,,,,29.0
,ndiko ndafata ivyo mugitondo.,Je prends mon petit-déjeuner.,I have breakfast.,general,,,,,,,29.0
,ndiko ndanywa icayi gishushe.,Je bois du thé chaud.,I drink hot tea.,general,,,,,,,29.0
,ndiko numviriza indirimbo.,J'écoute de la musique.,I listen to music.,general,,,,,,,26.0
,nfashe ingingo,J'ai pris une décision.,I made a decision.,general,,,,,,,14.0
,ngira ndabikosore ubunyene.,Je vais corriger cela immédiatement.,I will correct this immediately.,general,,,,,,,27.0
,ngira nfungure inrya,Je veux manger de la nourriture.,I want to eat food.,general,,,,,,,20.0
,ngiye gufata i tagisi.,Je vais prendre un taxi.,I'm going to take a taxi.,general,,,,,,,22.0
,ngiye gufata imodoka inyunguruza,Je vais prendre un taxi.,I'm going to take a taxi.,general,,,,,,,32.0
,ngiye ku kibanza c'Ikarashishi.,Je vais à la salle de sport.,I go to the gym.,general,,,,,,,31.0
,ngiye ku kibanza ca Ikarashishi.,Je vais à la salle de sport.,I go to the gym.,general,,,,,,,32.0
,ngiye kukazi.,Je vais au travail.,I'm going to work.,general,,,,,,,13.0
,ngiye noze amasahani,Je vais faire la vaisselle.,I'm going to do the dishes.,general,,,,,,,20.0
,ngomba kugura umukate.,Je dois acheter du pain.,I have to buy bread.,general,,,,,,,22.0
,ni icigwa gikomeye,C'est une leçon importante.,This is an important lesson.,general,,,,,,,18.0
,ni icirwa nkenerwa,C'est une leçon importante.,This is an important lesson.,general,,,,,,,18.0
,ni umunyabugenegene.,Elle est une artiste talentueuse.,She is a talented artist.,general,,,,,,,20.0
,ni umunyempano atangaje,Elle est une artiste talentueuse.,She is a talented artist.,general,,,,,,,23.0
,ni ururimi rugoye,C'est une langue difficile.,It's a difficult language.,general,,,,,,,17.0
,nibaza ko arivyo.,Je pense que oui.,I think so.,general,,,,,,,17.0
,nicigwa gihambaye,C'est une leçon importante.,This is an important lesson.,general,,,,,,,17.0
,nifuza amazi,Je veux de l'eau.,I want water.,general,,,,,,,12.0
,niga ubuhinga bwa none,J'étudie l'informatique.,I study computer science.,general,,,,,,,22.0
,nigira kumakosa yanje.,J'apprends de mes erreurs.,I learn from my mistakes.,general,,,,,,,22.0
