File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Speaker_id,Age,Gender,Machine_Suggestion
,"Abaguye urukanya baranshengerera, abatinya amazi akanye ntibakaraba batambonye.",,,general,,,,Ceux qui ont peur de l’eau ne se laveront pas sans me voir.
,Abajejwe gutanga ibisata vyo muri kaminuza baciye bampa igisata cigirwamwo ivy’inyifato,,,general,,,,Les personnes chargées de délivrer les cartes universitaires m'ont alors remis une carte avec un code de conduite
,Abakozi babiherewe uruhusha n’Ubuyobozi Bukuru baremerewe rimwe na rimwe kandi mu gihe gikwiye gukoresha ibikoresho vy’ibiro mu bikorwa bwite.,,,general,,,,Les collaborateurs autorisés par le Directoire sont responsables de l'utilisation occasionnelle et appropriée du matériel de bureau à des fins personnelles.
,Abakozi bakuru bakuru na batobato bo mu ntwaro bategerezwa kumenyesha amatungo ya bo bagitangura kurangura amabanga bajejwe n’igihe bayavuyemwo.,,,general,,,,Les officiers supérieurs et subalternes des forces armées doivent informer leurs familles lorsqu'ils commencent à exercer leurs fonctions et lorsqu'ils les quittent.
,"Abakozi, abakozi b'igihe gito, abimenyereza umwuga canke abasanzwe bakorana n’ikigo basabwa kumenya no kubahiriza amategeko.",,,general,,,,"Les salariés, salariés à temps partiel, stagiaires ou salariés réguliers de l’entreprise sont tenus de connaître et de respecter les règles."
,"Abakuru n’abato bitayeho kubona Abarundi bagize ijambo mu makungu, ururimi rwacu rugashirwa mu zindi, bose bagona rimwe",,,general,,,,Les vieux et les jeunes souhaitent que les Burundais aient une voix dans le monde.
,"Abamenye mugabo bataronse ubwo burenganzira, baca biga amashure yisumbuye akukira amakomine",,,general,,,,"Ceux qui savent mais ne comprennent pas, vont dans les écoles secondaires et reçoivent des municipalités"
,Abana bahisemwo kunonosora ibiharuro canke indimi bategerezwa gukora ikibazo co mu mwaka w'icumi na gatatu,,,general,,,,Les enfants qui choisissent d'améliorer les mathématiques ou les langues doivent faire le problème de la treizième année
,"Abana bahisemwo kunonosora ibiharuro canke indimi, bategerezwa gukora ikibazo co mu mwaka w'icumi na gatatu",,,general,,,,Les enfants qui choisissent d'améliorer les mathématiques ou les langues doivent résoudre le problème de la treizième année.
,"Abana barayikunda cane kuko ibakinisha. Emwe, je nanje sinobesha, Gifokozi ndayikunda.",,,general,,,,"Les enfants adorent ça parce qu'ils y jouent. Eh bien, je ne tromperais pas, je m'aimerais."
,"Abandi bana bari bajanye, bamubarira bati : «Reka gutinya,turabarira abavyeyi bawe ingene vyakugendeye, ko utari wabonye ico kinogo.»",,,general,,,,"Les autres enfants étaient partis et dirent : N'aie pas peur, car nous n'avons pas vu tes parents ?"
,"Abandi na bo, bakabona ko ibintu vyahindutse, ko abantu bakwiye kujana n’ibigezweko",,,general,,,,"D'autres, ils se rendent compte que les choses ont changé, que les gens devraient se conformer aux lois"
,Abangana n’ibice mirondo indwi (70%) nabo usanga baronka agahembo kari munsi y’idorari rimwe ry’Abanyamerika ku musi,,,general,,,,Soixante-dix pour cent (70 %) gagnent également moins d’un dollar par jour.
,Abantu bakandika inkuru zifise akanovera zikundwa na benshi,,,general,,,,Des gens qui écrivent des histoires qui plaisent à beaucoup
,Abantu bitaho kwandika amayagwa maze bakaryohora ivyobanditse barakenerwa cane mu buzima bwa minsi yose,,,general,,,,Les personnes qui prennent soin de rédiger des essais et de les noter sont indispensables dans la vie de tous les jours.
,Abantu bose bategerezwa kuronka impembo ingana iyo bakora akazi kamwe kandi babishoboye kumwe.,,,general,,,,Tout le monde devrait recevoir un salaire égal s’il fait le même travail et a les mêmes capacités.
,"Abantu hagera uburuhuko bw’amashure, bagaca bajana abana babo kwiga za ndimi mvamahanga ; barakwiye guhindura ingendo",,,general,,,,"Lorsque les vacances scolaires arrivent, les gens emmènent leurs enfants étudier des langues étrangères ; ils doivent changer de cap"
,"Abanyagihugu baracavugako hakenewe ibikorwa vyihuta mu bijanye n’imigenderanire, isuku, n’ibikoresho rusangi",,,general,,,,"Les citoyens parlent encore de la nécessité d'agir d'urgence en matière de communication, de propreté et d'équipements publics."
,Abanyagihugu bose barafise uburenganzira bwo gushikira abo bakeneye bajejwe imirimo ya Leta.,,,general,,,,Tous les citoyens ont le droit d'accéder à ceux qui ont besoin de représentants du gouvernement.
,Abanyagihugu bose baranganya amateka kandi amabwirizwa abakingira kumwe.,,,general,,,,Tous les citoyens partagent la même histoire et les mêmes lois qui les protègent.
,Abanyagihugu bose bategerezwa kurangura ivyo vyose igihugu kibakeneyeko n’ukukirwanira.,,,general,,,,Tous les citoyens doivent répondre à tous les besoins du pays et le défendre.
,"Abanyagihugu ni bo soko ry’ubutegetsi mu gihugu, ni bo bitorera ababaserukira biciye mu matora",,,general,,,,"Les citoyens sont la source du pouvoir dans le pays, ce sont eux qui élisent leurs successeurs par le biais d'élections."
,"Abanyeshure tweho turafise igihe twivurizako. Hari aho badutera inshinge canke bakaducandaga, kugira ngo badukingire indwara.",,,general,,,,"Nos étudiants ont le temps de guérir. Il y avait des endroits où ils nous injectaient ou nous injectaient, pour nous protéger des maladies."
,"Abapfundikaniriza wa mugozi, baca babandanya gutaha bikinira.",,,general,,,,Ceux qui couvraient la corde continuaient ensuite à rentrer chez eux et à jouer.
,Abarekuriwe gutora hakurikijwe igitabu c’amategeko agenga amatora ni abarundi bose bakwije imyaka cumi n’umunani n’abayirenza.,,,general,,,,"Conformément à la loi électorale, sont autorisés à voter tous ceux qui ont dix-huit ans ou plus."
,Abarimyi basigaye bakuraba ribi. None uremeye dupfe n’inzara ? Imvura : Jewe mwaranyobeye.,,,general,,,,Les agriculteurs sont laissés avec vous. Croyez-vous que nous mourons et avons faim ? Pétrole : j'applaudis.
,Abarundi barayamaze ngo“agatakaye ntaho katabarizwa”.,,,general,,,,"Les Burundais ont déclaré qu'""il est perdu et introuvable""."
,"Abarundi bo hambere ngo bari baciye ubwenge, kuko bashobora kurimbura umwaka bakamenya aho utangurira n’aho uherera",,,general,,,,"Les anciens Burundais, ils étaient intelligents, parce qu'ils pouvaient détruire une année et apprenaient par où commencer et par où commencer."
,Abarundi bose barafise uburenganzira bwo kuba mu Burundi mu mahoro no mu mutekano.,,,general,,,,Tous les Burundais ont le droit de vivre au Burundi en paix et en sécurité.
,"Abarundi bose barafise uburenganzira bwo kuja no kugerera ata nkomanzi ahariho hose mu Burundi, kuhimuka canke kuhagaruka.",,,general,,,,"Tous les Burundais ont le droit d'aller fermer à vide au Burundi, de s'y amuser ou d'y revenir."
,Abarundi bose baranganya iteka n’ivyo bakwiye kuronka.,,,general,,,,Tous les Burundais sont impatients de faire ce qu’ils devraient faire.
,Abarundi bose baranganya uburenganzira bwo kuja muri Leta.,,,general,,,,Tous les autres se voient refuser le droit de venir dans l'État.
,Abarundi mu kuyaharura bafundika imigozi,,,general,,,,D'autres en les comptant brisent les cordes
,"Abarundi twese tukakivuga neza kandi co kimwe mu gihugu cose, ni nkenerwa",,,general,,,,"Nous devons tous parler clairement et de la même manière dans tout le pays, c'est nécessaire"
,Abashakashatsi bavuga ko Uburundi bwamyeho nk'igihugu cikwiye kuva mu kinjana ca 16,,,general,,,,Les chercheurs affirment que le Burundi existe en tant que pays à part entière depuis le 16ème siècle
,Abashingamateka bacirwa urubanza na Sentare ntahinyuzwa.,,,general,,,,Les législateurs sont jugés par le Sénat sans impeachment.
,Abashiranganji bajejwe kuzikurikiza barashira igikumu ku ngingo zishinzwe n’Ivyegera vy’Umukuru w’igihugu.,,,general,,,,Les fonctionnaires chargés de leur exécution sont responsables des articles assignés par le Président de la République.
,Abategetsi mfatakibanza baragena umurwi wigenga ujejwe gutunganya amatora mu gihugu cose.,,,general,,,,Les gouvernements locaux nomment un organisme indépendant chargé d'organiser les élections dans tout le pays.
,Abavyeyi bacu baradukunda na twe turabakunda.Baratugaburiye ibikorwa dushobora kubafashamwo.Ndibanjeb amushinze kuragira.,,,general,,,,Nos parents nous aimaient et nous les aimons.
,"Abavyeyi bapfa kubareka, ariko baba babibona. Bahejeje gutonora, baca batangura kugana.",,,general,,,,"Les parents meurent pour les avoir quittés, mais ils comprennent. Après avoir fini de nettoyer, ils commencèrent à partir."
,Abavyeyi barakwiye kwegera urwaruka  bakarusigurira ico imico ivuga maze rukamenya uko rwitwararika kazoza karwo,,,general,,,,Les parents devraient approcher les jeunes et leur expliquer ce que dit la culture et comment elle se soucie de son avenir.
,Abavyeyi basanganywe uburenganzira kama bwo kurera neza abana babo kandi barabitegerezwa.,,,general,,,,Les parents ont le droit naturel de bien élever leurs enfants et ils doivent le faire.
,"Abavyeyi bashitse, baramushimira cane, mbere se aca amugabira imiswi ibiri y’inkoko.",,,general,,,,"Quand les parents sont arrivés, ils étaient fiers de lui et ont même pris deux poules."
,"Abavyeyi, na bo bakagerageza gukundisha abana babo ururimi rwacu mu kubacira imigani, mu kubigisha ibisokozo n’ibindi biranga amayagwa y’Ikirundi",,,general,,,,"Les parents essaient également de faire apprendre notre langue à leurs enfants en leur racontant des histoires, en leur apprenant des histoires et d'autres caractéristiques de la langue ourdou."
,"Abawugize bagenwa n’Itegeko ry’Umukuru w’igihugu babanje kwemerwa n’ibice bitatu vya bine vy’abashingamateka n’abakenguzamateka, bamwe bose batora ukwabo.",,,general,,,,"Ses membres sont déterminés par la loi présidentielle et sont d'abord approuvés par les trois quarts des législateurs et des critiques, dont certains votent de manière indépendante."
,Abayobozi batandukanye mu busumbasumbane bashinzwe kuraba nimba kureka abakozi gukoresha ivyo bikoresho bidatera ihohoterwa kuri bamwe.,,,general,,,,Différents responsables sur le lieu de travail sont chargés de vérifier si le fait d'autoriser les salariés à utiliser ces appareils n'entraîne pas de violence envers autrui.
,"Abenegihugu bangana n'imiriyoni umunani ugereranije bagwirirana ku rugero rugwijije na kabiri uko imyaka mirongo itatu iheze, bakagwira kurugero rungana n’ibice bitatu kw'ijana (3%) ku mwaka",,,general,,,,"La population moyenne de huit millions de personnes a doublé au cours des trois dernières décennies, augmentant à un rythme de trois pour cent (3 %) par an."
,Abenshi muri abo birabagora cane kwiteza imbere kuko baba bavuye mw'ishure bakiri bato kandi ata bumenyi bukwiye bafise,,,general,,,,Beaucoup d'entre eux se retrouveront à se développer car ils sont encore jeunes à l'école et n'ont pas besoin
,"Abenshi rero muri bo kudatahura ivy’imico, baragwa mu ngorane nyishi cane mbere zituma ubuzima bw’urwaruka buhungabana.",,,general,,,,"Par conséquent, la plupart d’entre eux ne comprennent pas la morale et se retrouvent dans des problèmes très graves qui rendent la vie des jeunes instable."
,"Abigeme barashoboye, barafasha bimwe bishimishije mw’iterambere",,,general,,,,"Les filles sont capables, elles contribuent un peu au plaisir dans le développement"
,Abo bantu akaba ari intwari zo gushimagiza dushimitse,,,general,,,,Ces gens sont des héros qui méritent d'être loués
,Abo bantu bamuhagarikira bategerezwa kuba bakwije ibisabwa abashaka kwitoza mw’ibanga ry’abashingamateka.,,,general,,,,Ceux qui l’attendent doivent répondre aux exigences de ceux qui veulent se former au secret des législateurs.
,"Abo bikoreye ibiseke rero, Ndayisaba bari bahuriye mu nzira akija kw’ishure.",,,general,,,,"Ces paniers fonctionnent, je leur demande qu'ils étaient venus par le chemin de l'école."
,"Abo bose mubona bari bameze nkatwe, none barahindutse bameze nk’Abazungu”.",,,general,,,,"Tous ceux que vous voyez étaient comme nous, et maintenant ils ont changé comme les blancs »."
,"Abo kinaniye barashobora guhitira canke bagaheba kwiga, bakaja kurondera ubuzima mu myuga mitomito",,,general,,,,Ceux qui échouent peuvent choisir ou abandonner leurs études et gagner leur vie grâce à de petits emplois
,"Abo mu bushikiranganji bw’imico nabo, bari bakwiye gushiraho agashimwe k’umumenyeshamakuru canke ikinyamakuru citwaye neza mu guha agateka ururimi rw’Ikirundi, kandi bariho",,,general,,,,"Ceux du ministère de la Culture auraient également dû créer un prix pour un journaliste ou un journal qui aurait réussi à privilégier la langue kurde, et ils sont là."
,"Abo na bo bava mu bisata bitandukanye harimwo indimi, imbogorabwenge , ubuganga, ubuhinga, n’ibindi",,,general,,,,"Ils viennent également de différents domaines dont les langues, la psychologie, la médecine, l'ingénierie, etc."
,"Abonye ko bindyoheye, anyemerera ko azonzanira ibindi hanyuma. Araheza arantumira ngo nzoje kubirya mu buruhuko. Na bwo bwari bwegereje !",,,general,,,,"Lorsqu'il l'a vu, il m'a permis de m'apporter quelque chose par la suite. Puis il est venu vers moi pour que je les mange avec courage. Il s'est approché !"
,"Ab’ubu mukunda ivyo murya! Emwe, ndinze ngana ntya ntarayikoza ku munwa.",,,general,,,,"Vous mangez ce que vous mangez ! Eh bien, j'étais comme cette bouche."
,Aca atangura gutonora. Abana bakuze na bo nyene baramufasha. Mugabo hari aho batonorera mu kanwa.,,,general,,,,"Puis il s'est mis à chanter. Les enfants plus âgés l'aident également. Mais parfois, ils murmurent dans leur bouche."
,"Afungurwa nk'imbogaboga, bakayita Igitikatika",,,general,,,,"On l'ouvre comme un légume, et on l'appelle Itikatika"
,"Agaca kaba kakabonye kera, karamanuka. Hamwe kagira ngo kagacakire, nyene urugo aca araseruka, arakamira karaguruka.",,,general,,,,"Ceux qui étaient suffisants, et ce sera pareil. Voici, dit-il, j'avais de l'urgarare, et j'avais de l'urgara, et il l'a meurtri, il a avalé."
,Agenwa n’Umukuru w’igihugu abanje guhanuza Ivyegera vy’umukuru w’igihugu canke bikemezwa n’Inama nkenguzamateka.,,,general,,,,Ils sont nommés par le chef de l'État après approbation du chef de l'État ou après approbation du Conseil historique.
,"Ageze i muhira nyina ntivyamubabaje cane, kuko Kabanyana yahora yitonda.",,,general,,,,"Son arrivée à la maison n'était pas très triste, car Kuba était toujours en deuil."
,"Agira ayishikire, iraturumbuka, imushinga amenyo kumurundi. Aca yiruka i muhira agenda arakoma induru. Agira",,,general,,,,"Quand il l'obtient, ça explose, il met ses dents sur l'autre. Puis il est rentré chez lui en courant en criant. Il a"
,Agira ishavu araheba ati: «Nakurya ntitwarwana. Ndahatswe nari mpwereye.»,,,general,,,,Il a angoissé sa douleur et l'a quitté : « Ne le faisons donc pas. J'ai été opprimé.>>
,"Aha atandukiriye ica kabiri, murumunawe Congera arinjira, asanga ariko arakirya. Amuha icari gisigaye barasangira.",,,general,,,,"Ici tu n'as pas donné la seconde, ton frère Créateur entre et voit un repas. Il lui a donné ce qui restait et l'a partagé."
,Aha novuga nko kwandikiranira amakete ; abarutse ubu bavyumva ku matwi,,,general,,,,"Ici, je parle de s’écrire des lettres ; ceux qui ont fui l'entendent maintenant dans leurs oreilles"
,"Aha turiko turaganira n’abahari, akana gato kari ngaho, gafise nk’amezi cumi",,,general,,,,"Ici on parle des résidents, un moment là-dedans, ça fait une dizaine de mois"
,"Aha twovuga nk’abagize imigwi ndangakaranga, abakora ibikorwa vy’ubuhazampano mu rurimi rw’Ikirundi, tutibagiye n’abandi bakora ibikorwa bitandukanye bigamije guteza imbere urwo rurimi",,,general,,,,"Nous parlons ici des membres de groupes internationaux, de ceux qui travaillent dans la langue kurde, sans oublier d'autres qui font diverses activités visant à promouvoir la langue."
